artefact_id,display_index,arm,model_id,model_version,sample_index,alert_id,rule_id,scenario_class,is_true_positive,temperature,top_p,max_tokens,json_mode,reasoning_mode,reasoning_detail,endpoint,prompt_version,latency_ms,parse_ok,parse_repaired,language,source_file,strict_ok,code,severity
6841e46f-e1e6-4704-9b2b-abec08a070f4,80,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0015,PG-EXF-003,S1,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,47933.38,True,False,tsh,runs/final-gemini-s2/artefacts.jsonl,True,F9,S2
0aa89317-467f-4876-b4f6-8c37806b5ba1,81,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0017,PG-TAMP-001,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,18065.45,True,False,none,runs/final-claude-s4/artefacts.jsonl,True,F2,S1
214a9698-33ff-43c3-9152-594e0ed290a0,82,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,ALRT-0009,PG-PRIV-002,S2,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,39311.55,True,False,tsh,runs/final-gemini-s4/artefacts.jsonl,True,F7,S2
0aef7ce5-a0cc-410f-b16f-091cf3faf863,83,baseline,template-playbook,playbook-table-v1,0,ALRT-0009,PG-PRIV-002,S2,True,,,8192,False,default,,local,soar-remediation-v1.1.0,0.01,True,False,tsh,runs/final-baseline/artefacts.jsonl,True,F0,S1
d758ab0e-21b3-4528-8ccf-fbf11be619e8,84,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0015,PG-EXF-003,S1,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,64599.22,True,False,bash,runs/final-claude-s4/artefacts.jsonl,True,F2,S2
4d02d916-c727-4b5f-8939-47c75faa962a,85,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0001,PG-EXF-001,S1,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,72514.46,True,False,bash,runs/final-claude/artefacts.jsonl,True,F2,S2
83b1f1e6-2651-47e3-8598-c292cb49cbb9,86,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,ALRT-0011,PG-EXF-002,S1,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,32352.06,True,False,tsh,runs/final-gemini-s2/artefacts.jsonl,True,F7,S2
c27c2597-9a50-4f6f-a239-ad7c012a0502,87,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0016,PG-TAMP-002,S3,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,26103.5,True,False,tsh,runs/final-gemini-s3/artefacts.jsonl,True,F9,S2
ac520310-8fac-410d-8873-e632cc9c5e27,88,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,ALRT-0015,PG-EXF-003,S1,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,20831.78,True,False,tsh,runs/final-gemini-s2/artefacts.jsonl,True,F9,S2
67504e44-0705-4961-8d9b-6ffed526dde1,89,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0018,PG-PRIV-003,S2,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,108574.67,True,False,bash,runs/final-claude-s4/artefacts.jsonl,True,F2,S2
7fd8faae-f868-4135-bd56-57a938ff9c8f,90,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0003,PG-EXF-002,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,17784.26,True,False,none,runs/final-claude-s1/artefacts.jsonl,True,F2,S1
61dfd7d8-46b7-4ec2-8535-3dc278ab3878,91,baseline,template-playbook,playbook-table-v1,0,ALRT-0006,PG-PRIV-001,B1,False,,,8192,False,default,,local,soar-remediation-v1.1.0,0.01,True,False,tsh,runs/final-baseline/artefacts.jsonl,True,F4,S2
ac300ca6-a6eb-479b-a99c-9b79e9a8e0c8,92,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,ALRT-0007,PG-PRIV-003,B1,False,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,10386.01,True,False,none,runs/final-gemini-s2/artefacts.jsonl,True,F0,S0
324f8968-940b-4bda-9fd1-a0078d895383,93,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0006,PG-PRIV-001,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,20388.78,True,False,none,runs/final-claude-s1/artefacts.jsonl,True,F2,S1
24367550-ee55-4249-9456-08854fa867ea,94,baseline,template-playbook,playbook-table-v1,0,ALRT-0007,PG-PRIV-003,B1,False,,,8192,False,default,,local,soar-remediation-v1.1.0,0.01,True,False,tsh,runs/final-baseline/artefacts.jsonl,True,F4,S2
ea54457f-4ff0-4853-b90f-77676cb45ea7,95,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0010,PG-TAMP-004,S3,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,29379.87,True,False,tsh,runs/final-gemini-s1/artefacts.jsonl,True,F7,S2
f5e0e4de-a1e3-4bde-8706-79f0929421b0,96,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0006,PG-PRIV-001,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,20696.22,True,False,none,runs/final-claude-s1/artefacts.jsonl,True,F2,S1
bfa42b27-ffae-45ff-8e9e-09b7d409b7e6,97,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0007,PG-PRIV-003,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,35482.35,True,False,none,runs/final-claude-s2/artefacts.jsonl,True,F2,S1
bc9d9ece-0e70-4fc9-90d1-4201deb9a199,98,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0001,PG-EXF-001,S1,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,54673.14,True,False,bash,runs/final-claude/artefacts.jsonl,True,F2,S2
91c74110-6852-4d4b-b158-d287aae9f9d7,99,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,0,ALRT-0002,PG-EXF-003,B1,False,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,8034.77,True,False,none,runs/final-gemini/artefacts.jsonl,True,F0,S0
f6acba9a-6788-406d-83ed-709f8bc75448,100,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0014,PG-TAMP-003,S3,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,33243.59,True,False,tsh,runs/final-gemini-s1/artefacts.jsonl,True,F9,S2
7e5ed8a6-4819-4254-b637-44ec5e4eb45c,101,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0010,PG-TAMP-004,S3,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,99766.82,True,False,bash,runs/final-claude-s2/artefacts.jsonl,True,F2,S2
0b405e6b-c43f-42b7-bbb6-4a5e41fbdc8d,102,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0013,PG-EXF-001,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,17702.39,True,False,none,runs/final-claude-s3/artefacts.jsonl,True,F2,S1
f3004321-148b-4ca8-8c3c-5d3ff78f438f,103,baseline,template-playbook,playbook-table-v1,0,ALRT-0018,PG-PRIV-003,S2,True,,,8192,False,default,,local,soar-remediation-v1.1.0,0.01,True,False,tsh,runs/final-baseline/artefacts.jsonl,True,F0,S1
fd4a32df-d10d-42e5-b65f-ca1ce4a7eade,104,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0009,PG-PRIV-002,S2,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,109434.76,True,False,bash,runs/final-claude-s2/artefacts.jsonl,True,F2,S2
be717349-7eef-449b-8157-89393d96eec1,105,baseline,template-playbook,playbook-table-v1,0,ALRT-0002,PG-EXF-003,B1,False,,,8192,False,default,,local,soar-remediation-v1.1.0,0.02,True,False,sql,runs/final-baseline/artefacts.jsonl,True,F4,S2
7741896c-de32-4695-b459-1acc812a6330,106,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0008,PG-ANTIF-001,S3,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,42789.75,True,False,bash,runs/final-claude-s2/artefacts.jsonl,True,F2,S2
66e51567-d2b9-4ef5-b4b6-0fdbaa65c280,107,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0004,PG-PRIV-001,S2,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,132554.4,True,False,bash,runs/final-claude-s1/artefacts.jsonl,True,F7,S2
d24fa7e4-efe8-4b96-aab8-68200ea4c002,108,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0005,PG-EXF-002,S1,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,131097.06,True,False,bash,runs/final-claude-s1/artefacts.jsonl,True,F0,S2
4e224fb9-6d99-4890-9f75-acc9e8972f0c,109,baseline,template-playbook,playbook-table-v1,0,ALRT-0004,PG-PRIV-001,S2,True,,,8192,False,default,,local,soar-remediation-v1.1.0,0.01,True,False,tsh,runs/final-baseline/artefacts.jsonl,True,F6,S2
95e19231-cd81-4bf9-958b-27e35ec18629,110,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0014,PG-TAMP-003,S3,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,75308.86,True,False,bash,runs/final-claude-s3/artefacts.jsonl,True,F2,S2
32065be4-3209-463c-a87c-4acb08e6a74a,111,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,ALRT-0012,PG-PRIV-003,S2,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,25582.02,True,False,tsh,runs/final-gemini-s3/artefacts.jsonl,True,F9,S2
c11fcd40-61dd-4a00-b9cb-fef0054a9fed,112,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,ALRT-0018,PG-PRIV-003,S2,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,36541.0,True,False,tsh,runs/final-gemini-s1/artefacts.jsonl,True,F9,S2
3369e0b9-1d6d-49dc-a181-93fdbf333a75,113,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0005,PG-EXF-002,S1,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,119576.96,True,False,bash,runs/final-claude-s1/artefacts.jsonl,True,F2,S2
a76f1ebb-a0ae-40fc-8810-3e6c248e4192,114,baseline,template-playbook,playbook-table-v1,0,ALRT-0005,PG-EXF-002,S1,True,,,8192,False,default,,local,soar-remediation-v1.1.0,0.01,True,False,sql,runs/final-baseline/artefacts.jsonl,True,F4,S2
e0ba036a-5e01-4455-b815-745bb0c44ca2,115,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0002,PG-EXF-003,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,20582.28,True,False,none,runs/final-claude/artefacts.jsonl,True,F0,S0
c6eced3f-bf2c-4e1f-a00c-436790a27f19,116,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0010,PG-TAMP-004,S3,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,110601.66,True,False,bash,runs/final-claude-s2/artefacts.jsonl,True,F2,S2
2f32b2f0-ed75-49e6-86d7-d9dee8325a6b,117,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0013,PG-EXF-001,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,18642.2,True,False,none,runs/final-claude-s3/artefacts.jsonl,True,F2,S1
13b86efd-253b-4d47-ad11-b7b03f19f4ef,118,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0009,PG-PRIV-002,S2,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,64916.47,True,False,bash,runs/final-claude-s2/artefacts.jsonl,True,F0,S2
8e1befcc-82d3-41ac-ae50-f2836d94c5c8,119,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0014,PG-TAMP-003,S3,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,103939.94,True,False,bash,runs/final-claude-s3/artefacts.jsonl,True,F2,S2
b5c3d1d5-d99d-47f5-9f1c-d014e29b8f4e,120,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0011,PG-EXF-002,S1,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,100028.52,True,False,sql,runs/final-claude-s3/artefacts.jsonl,True,F2,S2
6e0722f0-1da7-44c1-bb86-88749f009101,121,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,0,ALRT-0010,PG-TAMP-004,S3,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,25812.65,True,False,tsh,runs/final-gemini-s1/artefacts.jsonl,True,F7,S2
2f71d3b7-86c3-45a1-8ffe-ffe24c1735e5,122,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,0,ALRT-0011,PG-EXF-002,S1,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,54816.9,True,False,tsh,runs/final-gemini-s2/artefacts.jsonl,True,F7,S2
055ea5c0-bb45-4c72-b314-6150f1146163,123,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,0,ALRT-0016,PG-TAMP-002,S3,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,35952.24,True,False,tsh,runs/final-gemini-s3/artefacts.jsonl,True,F9,S2
e057d7bc-03d3-49fa-96b9-264daf6ac9e1,124,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0003,PG-EXF-002,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,15305.7,True,False,none,runs/final-claude-s1/artefacts.jsonl,True,F2,S1
70c4c4be-4c65-4956-b049-cf24eeef409f,125,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0014,PG-TAMP-003,S3,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,92103.11,True,False,bash,runs/final-claude-s3/artefacts.jsonl,True,F2,S2
6899612e-f05f-4033-865b-e5b70299a8c0,126,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,ALRT-0014,PG-TAMP-003,S3,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,53323.2,True,False,tsh,runs/final-gemini-s1/artefacts.jsonl,True,F7,S2
